2016 Federal Election Senate First Preferences By State By Vote Type  [Please Note: These results are not final. Event:20499 Phase:PostElection Generated:2016-07-29T11:54:58 Cycle:a79ec06b-a798-4063-a957-8f08b89d6097 Created:2016-07-29T11:51:26 Environment:PROD Site:CDC Server:DB01 Version:10.4.37.36662]
StateAb,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyName,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
ACT,A,29670,0,A Ticket Votes,Liberal Democratic Party,5705,99,40,373,270,6487
ACT,A,29611,1,"DONNELLY, Matt",Liberal Democrats,778,16,10,42,38,884
ACT,A,29612,2,"HENNINGS, Cawley",Liberal Democrats,76,2,0,5,6,89
ACT,A,0,9998,Unapportioned,Liberal Democratic Party,0,0,0,0,0,0
ACT,B,29669,0,B Ticket Votes,Secular Party of Australia,771,10,4,49,78,912
ACT,B,28933,1,"EDWARDS, David",Secular Party of Australia,359,4,2,19,26,410
ACT,B,28937,2,"MIHALJEVIC, Denis",Secular Party of Australia,48,1,2,4,1,56
ACT,B,0,9998,Unapportioned,Secular Party of Australia,0,0,0,0,0,0
ACT,C,29663,0,C Ticket Votes,Australian Labor Party,73455,1120,527,3509,3640,82251
ACT,C,28147,1,"GALLAGHER, Katy",Australian Labor Party,11942,143,64,730,619,13498
ACT,C,28149,2,"SMITH, David",Australian Labor Party,818,6,8,48,38,918
ACT,C,0,9998,Unapportioned,Australian Labor Party,0,0,0,0,0,0
ACT,D,29672,0,D Ticket Votes,Rise Up Australia Party,1778,20,21,91,109,2019
ACT,D,29514,1,"O'CONNOR, Sandie",Rise Up Australia Party,390,3,3,16,24,436
ACT,D,29518,2,"WYATT, Jess",Rise Up Australia Party,55,0,1,4,8,68
ACT,D,0,9998,Unapportioned,Rise Up Australia Party,0,0,0,0,0,0
ACT,E,29666,0,E Ticket Votes,Sustainable Australia,1692,17,10,79,114,1912
ACT,E,28468,1,"HAYDON, John",Sustainable Australia,566,6,6,20,47,645
ACT,E,28469,2,"TYE, Martin",Sustainable Australia,110,1,0,5,5,121
ACT,E,0,9998,Unapportioned,Sustainable Australia,0,0,0,0,0,0
ACT,F,29667,0,F Ticket Votes,Liberal,68491,804,452,3622,4330,77699
ACT,F,28773,1,"SESELJA, Zed",Liberal,4629,53,26,239,286,5233
ACT,F,28782,2,"HIATT, Jane",Liberal,1482,12,11,76,102,1683
ACT,F,0,9998,Unapportioned,Liberal,0,0,0,0,0,0
ACT,G,29664,0,G Ticket Votes,Animal Justice Party,3105,58,27,163,214,3567
ACT,G,28254,1,"FIELD, Deborah",Animal Justice Party,509,8,11,22,33,583
ACT,G,28256,2,"MONTAGNE, Jessica",Animal Justice Party,86,3,0,9,3,101
ACT,G,0,9998,Unapportioned,Animal Justice Party,0,0,0,0,0,0
ACT,H,29665,0,H Ticket Votes,The Greens,26508,479,199,2038,1424,30648
ACT,H,28306,1,"HOBBS, Christina",The Greens,8663,90,50,579,394,9776
ACT,H,28308,2,"WAREHAM, Sue",The Greens,477,3,4,54,44,582
ACT,H,0,9998,Unapportioned,The Greens,0,0,0,0,0,0
ACT,I,29668,0,I Ticket Votes,Christian Democratic Party (Fred Nile Group),2192,26,15,129,151,2513
ACT,I,28760,1,"KIM, David William",Christian Democratic Party (Fred Nile Group),441,6,3,21,27,498
ACT,I,28763,2,"TADROS, Elizabeth",Christian Democratic Party (Fred Nile Group),66,0,1,4,5,76
ACT,I,0,9998,Unapportioned,Christian Democratic Party (Fred Nile Group),0,0,0,0,0,0
ACT,J,29671,0,J Ticket Votes,Australian Sex Party,7217,190,61,363,247,8078
ACT,J,29390,1,"BAILEY, Steven",Australian Sex Party,1514,22,14,61,55,1666
ACT,J,29391,2,"SWAN, Robbie",Australian Sex Party,315,5,2,13,17,352
ACT,J,0,9998,Unapportioned,Australian Sex Party,0,0,0,0,0,0
ACT,UG,29520,1,"HAY, Michael Gerard",VOTEFLUX.ORG | Upgrade Democracy!,624,4,3,26,41,698
ACT,UG,28150,2,"HANSON, Anthony",Mature Australia,264,3,0,18,23,308
NSW,A,29730,0,A Ticket Votes,Health Australia Party,39755,3066,958,1816,2317,47912
NSW,A,28378,1,"PATTERSON, Andrew James",Health Australia Party,3168,336,113,152,131,3900
NSW,A,28379,2,"PAFF, Leanne",Health Australia Party,351,44,11,15,27,448
NSW,A,0,9998,Unapportioned,Health Australia Party,249,0,0,0,0,249
NSW,B,29745,0,B Ticket Votes,Seniors United Party of Australia,16534,594,128,783,2229,20268
NSW,B,29066,1,"EVANS, Gillian",Seniors United Party of Australia,1136,56,13,43,112,1360
NSW,B,29072,2,"KOLIADIS, Kerry",Seniors United Party of Australia,91,10,3,5,12,121
NSW,B,29077,3,"OSBORNE, Chris",Seniors United Party of Australia,71,2,1,2,15,91
NSW,B,0,9998,Unapportioned,Seniors United Party of Australia,155,0,0,0,0,155
NSW,C,29741,0,C Ticket Votes,Family First,41590,3024,984,1859,2363,49820
NSW,C,28833,1,"JOBE, Phil",Family First,1646,159,51,81,120,2057
NSW,C,28835,2,"VINCENT, Sally",Family First,301,47,8,21,24,401
NSW,C,28837,3,"McCAFFREY, Simon",Family First,175,14,6,12,23,230
NSW,C,0,9998,Unapportioned,Family First,186,0,0,0,0,186
NSW,D,29743,0,D Ticket Votes,Liberal Democrats,109420,8041,1701,5757,7202,132121
NSW,D,28846,1,"LEYONHJELM, David",Liberal Democrats,3653,264,63,166,287,4433
NSW,D,28850,2,"KENNARD, Sam",Liberal Democrats,276,36,8,19,23,362
NSW,D,0,9998,Unapportioned,Liberal Democrats,441,0,0,0,0,441
NSW,E,29732,0,E Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,10493,385,110,275,491,11754
NSW,E,28369,1,"LOPEZ, Steven",VOTEFLUX.ORG | Upgrade Democracy!,423,39,6,21,21,510
NSW,E,28372,2,"SPATARO, Nathan",VOTEFLUX.ORG | Upgrade Democracy!,109,12,2,6,8,137
NSW,E,0,9998,Unapportioned,VOTEFLUX.ORG | Upgrade Democracy!,100,0,0,0,0,100
NSW,F,29736,0,F Ticket Votes,Liberal & Nationals,1313489,59783,11009,47532,113506,1545319
NSW,F,28478,1,"PAYNE, Marise",Liberal,24512,1497,246,1383,4765,32403
NSW,F,28479,2,"SINODINOS, Arthur",Liberal,1844,137,26,114,523,2644
NSW,F,28480,3,"NASH, Fiona",The Nationals,3378,183,26,231,1005,4823
NSW,F,28481,4,"FIERRAVANTI-WELLS, Concetta",Liberal,698,39,9,44,141,931
NSW,F,28483,5,"WILLIAMS, John",The Nationals,1552,91,19,95,358,2115
NSW,F,28484,6,"HUGHES, Hollie",Liberal,728,53,14,64,101,960
NSW,F,28486,7,"MOLAN, Jim",Liberal,7700,282,60,121,459,8622
NSW,F,28487,8,"FANG, Wes",The Nationals,278,23,4,28,42,375
NSW,F,28488,9,"OK, Sang",Liberal,354,35,13,23,60,485
NSW,F,28489,10,"RICHARDS, Sarah",Liberal,439,34,9,27,65,574
NSW,F,28490,11,"LEVINY, Fiona",The Nationals,267,12,2,21,47,349
NSW,F,28491,12,"McGAHEY, Victoria",Liberal,706,50,6,39,141,942
NSW,F,0,9998,Unapportioned,Liberal & Nationals,4517,0,0,0,0,4517
NSW,G,29718,0,G Ticket Votes,,3039,211,63,111,147,3571
NSW,G,27982,1,"VAN LIESHOUT, Teresa",,163,13,2,9,2,189
NSW,G,27983,2,"BENNETT, Colin",,54,3,2,5,2,66
NSW,G,0,9998,Unapportioned,,31,0,0,0,0,31
NSW,H,29752,0,H Ticket Votes,Democratic Labour Party (DLP),42041,2807,812,1707,1701,49068
NSW,H,29293,1,"McCORMACK, Paul",Democratic Labour Party (DLP),1552,132,40,61,57,1842
NSW,H,29298,2,"WILLIS, Dawn",Democratic Labour Party (DLP),90,9,6,4,6,115
NSW,H,0,9998,Unapportioned,Democratic Labour Party (DLP),164,0,0,0,0,164
NSW,I,29742,0,I Ticket Votes,Science Party/Cyclists Party,12621,985,148,600,1019,15373
NSW,I,29108,1,"JANSSON, James",Science Party,1330,109,20,56,91,1606
NSW,I,29109,2,"SLAVICH, Eve",Science Party,229,27,2,15,26,299
NSW,I,29112,3,"RALPH, Ingrid",Australian Cyclists Party,335,17,2,14,43,411
NSW,I,29114,4,"COOPER, Jai",Australian Cyclists Party,103,10,1,1,12,127
NSW,I,0,9998,Unapportioned,Science Party/Cyclists Party,295,0,0,0,0,295
NSW,J,29724,0,J Ticket Votes,"Shooters, Fishers and Farmers",72047,4724,1075,2515,3918,84279
NSW,J,28165,1,"HOUSEMAN, Karl","Shooters, Fishers and Farmers",2775,222,44,105,215,3361
NSW,J,28166,2,"JOHNSON, Peter","Shooters, Fishers and Farmers",320,33,8,13,35,409
NSW,J,0,9998,Unapportioned,"Shooters, Fishers and Farmers",191,0,0,0,0,191
NSW,K,29728,0,K Ticket Votes,Voluntary Euthanasia Party,11127,626,128,420,1357,13658
NSW,K,28376,1,"HIGSON, Shayne",Voluntary Euthanasia Party,926,50,6,26,114,1122
NSW,K,28377,2,"FARRELL, Janise",Voluntary Euthanasia Party,88,1,0,6,13,108
NSW,K,0,9998,Unapportioned,Voluntary Euthanasia Party,315,0,0,0,0,315
NSW,L,29725,0,L Ticket Votes,Socialist Alliance,3748,304,85,183,163,4483
NSW,L,28213,1,"CANNING, Ken",Socialist Alliance,477,52,6,29,28,592
NSW,L,28214,2,"PRICE, Susan",Socialist Alliance,53,4,1,1,6,65
NSW,L,28215,3,"LEROY-DYER, Sharlene",Socialist Alliance,26,1,0,2,1,30
NSW,L,28217,4,"BYRNES, Howard",Socialist Alliance,23,3,0,0,0,26
NSW,L,0,9998,Unapportioned,Socialist Alliance,181,0,0,0,0,181
NSW,M,29748,0,M Ticket Votes,Rise Up Australia Party,6067,342,86,210,313,7018
NSW,M,29060,1,"TUCKER, Brian Malcolm",Rise Up Australia Party,382,26,7,11,28,454
NSW,M,29062,2,"NICHOLS, Maree",Rise Up Australia Party,48,0,0,1,2,51
NSW,M,0,9998,Unapportioned,Rise Up Australia Party,108,0,0,0,0,108
NSW,N,29738,0,N Ticket Votes,Labor,1159249,62063,16005,36327,70170,1343814
NSW,N,28802,1,"DASTYARI, Sam",Labor,28103,1879,549,1196,2688,34415
NSW,N,28803,2,"McALLISTER, Jenny",Labor,2906,226,74,163,325,3694
NSW,N,28805,3,"O'NEILL, Deborah",Labor,2092,176,42,80,209,2599
NSW,N,28809,4,"CAMERON, Doug",Labor,2532,142,36,119,352,3181
NSW,N,28811,5,"MORIARTY, Tara",Labor,691,55,11,37,49,843
NSW,N,28812,6,"THOMSON, Vivien",Labor,669,51,18,21,51,810
NSW,N,28813,7,"ZHOU, Shuo",Labor,469,30,14,33,56,602
NSW,N,28814,8,"BANDARA, Jagath",Labor,1265,75,22,45,52,1459
NSW,N,28815,9,"RIZVI, Miriam",Labor,323,37,7,16,24,407
NSW,N,28816,10,"O'SULLIVAN, Mary",Labor,487,56,9,22,42,616
NSW,N,28817,11,"HAN, Paul Yi-Wen",Labor,438,28,7,31,27,531
NSW,N,28818,12,"COSTELLO, Alexandra",Labor,1425,121,27,60,131,1764
NSW,N,0,9998,Unapportioned,Labor,3475,0,0,0,0,3475
NSW,O,29755,0,O Ticket Votes,Online Direct Democracy - (Empowering the People!),5316,238,65,143,239,6001
NSW,O,29323,1,"DER SARKISSIAN, Berge Anthony",Online Direct Democracy - (Empowering the People!),204,15,1,6,15,241
NSW,O,29324,2,"EMMETT, Arthur John",Online Direct Democracy - (Empowering the People!),27,1,1,5,7,41
NSW,O,0,9998,Unapportioned,Online Direct Democracy - (Empowering the People!),40,0,0,0,0,40
NSW,P,29719,0,P Ticket Votes,Derryn Hinch's Justice Party,21058,958,259,700,2047,25022
NSW,P,27992,1,"STEVENS, Ken",Derryn Hinch's Justice Party,1147,51,10,37,97,1342
NSW,P,27993,2,"WASHBOURNE, Adam",Derryn Hinch's Justice Party,87,13,3,1,9,113
NSW,P,0,9998,Unapportioned,Derryn Hinch's Justice Party,124,0,0,0,0,124
NSW,Q,29726,0,Q Ticket Votes,Jacqui Lambie Network,12753,518,105,501,1078,14955
NSW,Q,28281,1,"THOMAS, Allan",Jacqui Lambie Network,1007,39,11,31,101,1189
NSW,Q,28282,2,"RELPH, Bruce",Jacqui Lambie Network,38,3,1,2,2,46
NSW,Q,28283,3,"CARR, Mitch",Jacqui Lambie Network,47,8,1,2,3,61
NSW,Q,0,9998,Unapportioned,Jacqui Lambie Network,130,0,0,0,0,130
NSW,R,29731,0,R Ticket Votes,Pirate Party Australia,8640,643,152,397,586,10418
NSW,R,28380,1,"KEARNS, Sam",Pirate Party Australia,640,51,9,27,37,764
NSW,R,28382,2,"McINTOSH, Darren",Pirate Party Australia,67,6,1,4,4,82
NSW,R,0,9998,Unapportioned,Pirate Party Australia,135,0,0,0,0,135
NSW,S,29729,0,S Ticket Votes,Pauline Hanson's One Nation,148041,7491,1880,5014,12046,174472
NSW,S,28318,1,"BURSTON, Brian",Pauline Hanson's One Nation,5717,336,76,229,542,6900
NSW,S,28319,2,"MACKIN, Dean",Pauline Hanson's One Nation,457,27,8,10,76,578
NSW,S,28322,3,"BERNIER, Christine Pamela",Pauline Hanson's One Nation,337,22,11,12,31,413
NSW,S,0,9998,Unapportioned,Pauline Hanson's One Nation,392,0,0,0,0,392
NSW,T,29740,0,T Ticket Votes,Veterans Party,4549,253,67,243,353,5465
NSW,T,28826,1,"BENNIE, Raymond",Veterans Party,255,23,4,16,28,326
NSW,T,28829,2,"BRADBURY, Mark",Veterans Party,25,2,1,1,1,30
NSW,T,0,9998,Unapportioned,Veterans Party,21,0,0,0,0,21
NSW,U,29737,0,U Ticket Votes,Secular Party of Australia,1958,123,32,84,149,2346
NSW,U,28473,1,"BRYCE, Ian Robert",Secular Party of Australia,250,13,3,15,29,310
NSW,U,28474,2,"ELLIS, Dee",Secular Party of Australia,33,5,0,3,3,44
NSW,U,0,9998,Unapportioned,Secular Party of Australia,49,0,0,0,0,49
NSW,V,29747,0,V Ticket Votes,CountryMinded,2358,157,46,102,175,2838
NSW,V,29033,1,"BUCKMAN, Christopher",CountryMinded,198,6,1,8,18,231
NSW,V,29034,2,"MORGAN, Methuen",CountryMinded,38,3,2,0,2,45
NSW,V,0,9998,Unapportioned,CountryMinded,15,0,0,0,0,15
NSW,W,29723,0,W Ticket Votes,Socialist Equality Party,2188,233,43,116,113,2693
NSW,W,28159,1,"COGAN, James",Socialist Equality Party,121,17,4,9,12,163
NSW,W,28160,2,"DAVIS, John",Socialist Equality Party,19,3,0,1,0,23
NSW,W,0,9998,Unapportioned,Socialist Equality Party,25,0,0,0,0,25
NSW,X,29733,0,X Ticket Votes,Katter's Australian Party,3237,172,38,168,295,3910
NSW,X,28383,1,"HARRIS, Tom",Katter's Australian Party,261,12,3,8,31,315
NSW,X,28384,2,"BELCASTRO, Anthony Geno",Katter's Australian Party,15,2,0,0,1,18
NSW,X,0,9998,Unapportioned,Katter's Australian Party,151,0,0,0,0,151
NSW,Y,29751,0,Y Ticket Votes,Palmer United Party,2193,175,44,91,111,2614
NSW,Y,29246,1,"WRIGHTSON, Suellen Marree",Palmer United Party,93,6,2,8,7,116
NSW,Y,29249,2,"MARKS, Robert James",Palmer United Party,18,2,0,1,4,25
NSW,Y,29252,3,"DONNELLY, Cara Melissa",Palmer United Party,11,1,0,0,2,14
NSW,Y,0,9998,Unapportioned,Palmer United Party,31,0,0,0,0,31
NSW,Z,29721,0,Z Ticket Votes,Citizens Electoral Council,1365,116,31,70,72,1654
NSW,Z,28024,1,"LAWLER, Ann",Citizens Electoral Council,138,7,3,5,17,170
NSW,Z,28026,2,"BUTLER, Robert",Citizens Electoral Council,15,3,0,1,2,21
NSW,Z,0,9998,Unapportioned,Citizens Electoral Council,25,0,0,0,0,25
NSW,AA,29758,0,AA Ticket Votes,Australian Motoring Enthusiast Party,12782,1099,237,418,687,15223
NSW,AA,29598,1,"BRYDEN, Rob",Australian Motoring Enthusiast Party,743,63,20,33,37,896
NSW,AA,29599,2,"KIRKNESS, Daniel",Australian Motoring Enthusiast Party,62,5,0,0,0,67
NSW,AA,0,9998,Unapportioned,Australian Motoring Enthusiast Party,88,0,0,0,0,88
NSW,AB,29746,0,AB Ticket Votes,Animal Justice Party,28566,2368,510,1280,2797,35521
NSW,AB,29053,1,"STONER, Lynda",Animal Justice Party,1560,120,19,65,146,1910
NSW,AB,29054,2,"ELKINGTON, Gordon",Animal Justice Party,64,8,2,5,5,84
NSW,AB,0,9998,Unapportioned,Animal Justice Party,180,0,0,0,0,180
NSW,AC,29720,0,AC Ticket Votes,The Arts Party,8402,773,133,498,604,10410
NSW,AC,27999,1,"KELDOULIS, Barry",The Arts Party,792,77,7,51,50,977
NSW,AC,28001,2,"GLEDHILL, Nicholas",The Arts Party,119,7,2,6,5,139
NSW,AC,0,9998,Unapportioned,The Arts Party,133,0,0,0,0,133
NSW,AD,29756,0,AD Ticket Votes,Non-Custodial Parents Party (Equal Parenting),1560,121,34,82,125,1922
NSW,AD,29320,1,"GREENING, Eric",Non-Custodial Parents Party (Equal Parenting),109,6,3,6,4,128
NSW,AD,29321,2,"THOMPSON, Andy",Non-Custodial Parents Party (Equal Parenting),11,0,0,2,1,14
NSW,AD,0,9998,Unapportioned,Non-Custodial Parents Party (Equal Parenting),33,0,0,0,0,33
NSW,AE,29722,0,AE Ticket Votes,Mature Australia,2157,142,28,72,168,2567
NSW,AE,28076,1,"QUINN, Paul",Mature Australia,130,5,3,8,5,151
NSW,AE,28077,2,"FREARSON, Gregory",Mature Australia,66,0,1,1,9,77
NSW,AE,0,9998,Unapportioned,Mature Australia,12,0,0,0,0,12
NSW,AF,29727,0,AF Ticket Votes,Christian Democratic Party (Fred Nile Group),96111,4571,1031,2690,5943,110346
NSW,AF,28325,1,"HALL, Nella",Christian Democratic Party (Fred Nile Group),6509,372,60,246,673,7860
NSW,AF,28326,2,"RAHME, Peter",Christian Democratic Party (Fred Nile Group),300,26,3,12,32,373
NSW,AF,28327,3,"LIONS, Deborah Ann Jane",Christian Democratic Party (Fred Nile Group),129,6,4,4,6,149
NSW,AF,28328,4,"PHILLIPS, Andrew",Christian Democratic Party (Fred Nile Group),155,9,5,6,27,202
NSW,AF,28330,5,"PIPER, Tania Stephanie",Christian Democratic Party (Fred Nile Group),96,11,2,7,11,127
NSW,AF,28331,6,"SMITH, Beth",Christian Democratic Party (Fred Nile Group),91,7,2,2,8,110
NSW,AF,28332,7,"VINCENT, Dave",Christian Democratic Party (Fred Nile Group),54,4,1,5,1,65
NSW,AF,28333,8,"BROADBRIDGE, Colin",Christian Democratic Party (Fred Nile Group),37,3,0,0,4,44
NSW,AF,28335,9,"AVASALU, Rhonda",Christian Democratic Party (Fred Nile Group),24,2,1,0,3,30
NSW,AF,28337,10,"LEA, Archie",Christian Democratic Party (Fred Nile Group),25,0,0,0,2,27
NSW,AF,28338,11,"EL-DAGHL, Lena",Christian Democratic Party (Fred Nile Group),22,3,1,1,3,30
NSW,AF,28340,12,"KNOX, Charles",Christian Democratic Party (Fred Nile Group),141,17,2,7,16,183
NSW,AF,0,9998,Unapportioned,Christian Democratic Party (Fred Nile Group),765,0,0,0,0,765
NSW,AG,29744,0,AG Ticket Votes,Australian Sex Party,22972,2045,385,1153,1251,27806
NSW,AG,29048,1,"FITZGERALD, Ross",Australian Sex Party,1159,95,23,75,65,1417
NSW,AG,29049,2,"RAYE, Sue",Australian Sex Party,283,32,6,24,18,363
NSW,AG,0,9998,Unapportioned,Australian Sex Party,170,0,0,0,0,170
NSW,AH,29757,0,AH Ticket Votes,Australian Progressives,1359,99,10,60,86,1614
NSW,AH,29513,1,"QUARTLY, Allan",Australian Progressives,162,10,0,7,11,190
NSW,AH,29516,2,"ROSE, Ash",Australian Progressives,35,3,1,3,1,43
NSW,AH,0,9998,Unapportioned,Australian Progressives,31,0,0,0,0,31
NSW,AI,29734,0,AI Ticket Votes,Nick Xenophon Team,58809,2361,359,2377,6488,70394
NSW,AI,28492,1,"DALGLIESH, Aidan",Nick Xenophon Team,6044,199,24,227,689,7183
NSW,AI,28452,2,"DONA, Anthony",Nick Xenophon Team,358,18,2,10,46,434
NSW,AI,0,9998,Unapportioned,Nick Xenophon Team,767,0,0,0,0,767
NSW,AJ,29749,0,AJ Ticket Votes,Drug Law Reform,16179,1855,425,760,763,19982
NSW,AJ,29301,1,"THORPE, Ray",Drug Law Reform,528,86,17,24,37,692
NSW,AJ,29309,2,"DOWSON, Stacey",Drug Law Reform,73,8,3,2,9,95
NSW,AJ,0,9998,Unapportioned,Drug Law Reform,105,0,0,0,0,105
NSW,AK,29750,0,AK Ticket Votes,Sustainable Australia,5548,389,80,314,558,6889
NSW,AK,29086,1,"BOURKE, William",Sustainable Australia,527,31,4,21,52,635
NSW,AK,29087,2,"GRAHAM, Greg",Sustainable Australia,23,2,0,3,6,34
NSW,AK,0,9998,Unapportioned,Sustainable Australia,119,0,0,0,0,119
NSW,AL,29735,0,AL Ticket Votes,The Greens,249651,19728,3114,14512,16924,303929
NSW,AL,28428,1,"RHIANNON, Lee",The Greens,15029,1067,132,968,1437,18633
NSW,AL,28431,2,"OSBORNE, Michael",The Greens,1264,75,12,65,134,1550
NSW,AL,28432,3,"OAKLEY, Jane",The Greens,481,32,2,33,51,599
NSW,AL,28434,4,"JANARTHANA, Jananie",The Greens,197,10,8,20,30,265
NSW,AL,28435,5,"KONTELLIS, Marika",The Greens,119,15,1,8,13,156
NSW,AL,28459,6,"BRYANT, Gareth",The Greens,153,26,2,13,11,205
NSW,AL,28442,7,"HO, Christina",The Greens,354,35,4,36,40,469
NSW,AL,28444,8,"MAIDEN, Kathryn",The Greens,91,8,3,7,9,118
NSW,AL,28445,9,"GOODLASS, Ray",The Greens,81,9,1,9,3,103
NSW,AL,28446,10,"DONAYRE, Christine",The Greens,72,12,0,5,6,95
NSW,AL,28447,11,"PARKER, Kate",The Greens,199,23,7,26,24,279
NSW,AL,28448,12,"FERNANDES, Sarah",The Greens,544,57,7,50,62,720
NSW,AL,0,9998,Unapportioned,The Greens,2278,0,0,0,0,2278
NSW,AM,29739,0,AM Ticket Votes,Australian Liberty Alliance,21843,967,243,783,1861,25697
NSW,AM,28798,1,"SMITH, Kirralie Jane",Australian Liberty Alliance,2134,85,13,73,272,2577
NSW,AM,28799,2,"ANDERSON, Gary",Australian Liberty Alliance,569,18,3,20,88,698
NSW,AM,0,9998,Unapportioned,Australian Liberty Alliance,550,0,0,0,0,550
NSW,AN,29753,0,AN Ticket Votes,Renewable Energy Party,6214,515,68,437,779,8013
NSW,AN,29364,1,"BREEN, Peter",Renewable Energy Party,520,36,4,28,63,651
NSW,AN,29365,2,"PERROW, Susan",Renewable Energy Party,89,6,2,5,11,113
NSW,AN,0,9998,Unapportioned,Renewable Energy Party,128,0,0,0,0,128
NSW,AO,29754,0,AO Ticket Votes,Marijuana (HEMP) Party,22764,2167,490,879,972,27272
NSW,AO,29368,1,"OLBOURNE, Jason Mark",Marijuana (HEMP) Party,1324,149,33,50,47,1603
NSW,AO,29371,2,"KATELARIS, Andrew John",Marijuana (HEMP) Party,163,19,3,7,9,201
NSW,AO,0,9998,Unapportioned,Marijuana (HEMP) Party,129,0,0,0,0,129
NSW,UG,29315,1,"GRZIC, Warren",Independent,220,21,1,11,25,278
NSW,UG,29487,2,"WARD, Jane",Independent,98,4,0,5,20,127
NSW,UG,29081,3,"MUNDAY, Liam",Independent,120,11,2,2,6,141
NSW,UG,28022,4,"LAMBERT, Bryan",Independent,144,3,0,3,15,165
NSW,UG,29317,5,"WALLACE, Peter",Independent,53,6,2,1,3,65
NSW,UG,28698,6,"WRIGHT, James",Independent,176,19,4,11,8,218
NSW,UG,27978,7,"RZETELSKI, Joanna",Independent,64,3,0,3,4,74
NSW,UG,28362,8,"LIM, Danny",Independent,298,41,6,20,43,408
NSW,UG,28425,9,"CRUZE, Maree Ann",Antipaedophile Party,73,1,1,5,10,90
NSW,UG,29527,10,"MULLER, Stephen",Independent,22,1,0,2,5,30
NSW,UG,28012,11,"MULLER, Peter",Independent,44,2,1,0,2,49
NSW,UG,28216,12,"COOPER, John",Independent,54,2,0,3,10,69
NSW,UG,28002,13,"SPRUCE-PEET-BOYD, Santa",Independent,59,4,1,1,11,76
NSW,UG,28162,14,"ASH, David",Independent,114,12,3,2,8,139
NSW,UG,29257,15,"SMITH, Nigel James",Independent,270,10,2,13,8,303
NSW,UG,29490,16,"POULSEN, Ron",,28,5,1,2,5,41
NSW,UG,29574,17,"GOOLEY, Peter",Independent,100,4,0,4,6,114
NSW,UG,28364,18,"CHAPMAN, Nick",Independent,169,18,2,8,17,214
NSW,UG,29600,19,"BROWN, Leonard",Independent,29,0,0,0,5,34
NSW,UG,29362,20,"TSAY, Richelle Girado",Independent,45,1,1,1,2,50
NT,A,29715,0,A Ticket Votes,Rise Up Australia Party,5285,96,65,206,198,5850
NT,A,28558,1,"PILE, Jan",Rise Up Australia Party,685,16,20,28,30,779
NT,A,28559,2,"GIMINI, Jimmy",Rise Up Australia Party,123,2,2,3,9,139
NT,A,0,9998,Unapportioned,Rise Up Australia Party,0,0,0,0,0,0
NT,B,29717,0,B Ticket Votes,Marijuana (HEMP) Party/Australian Sex Party,3788,118,33,254,210,4403
NT,B,29601,1,"KAVASILAS, Andrew",Marijuana (HEMP) Party,352,5,10,15,18,400
NT,B,29602,2,"JONES, Timothy",Australian Sex Party,130,3,1,10,9,153
NT,B,0,9998,Unapportioned,Marijuana (HEMP) Party/Australian Sex Party,0,0,0,0,0,0
NT,C,29711,0,C Ticket Votes,Citizens Electoral Council of Australia,967,14,10,38,39,1068
NT,C,28003,1,"CAMPBELL, Trudy",Citizens Electoral Council,139,3,1,3,3,149
NT,C,28004,2,"BARRY, Ian",Citizens Electoral Council,31,0,1,4,2,38
NT,C,0,9998,Unapportioned,Citizens Electoral Council of Australia,0,0,0,0,0,0
NT,D,29713,0,D Ticket Votes,The Greens,8287,169,58,590,461,9565
NT,D,28544,1,"CONNARD, Michael",The Greens,932,19,3,54,64,1072
NT,D,28546,2,"BANNISTER, Kathy",The Greens,296,7,2,30,31,366
NT,D,0,9998,Unapportioned,The Greens,0,0,0,0,0,0
NT,E,29716,0,E Ticket Votes,Country Liberals (NT),30637,490,159,1826,2278,35390
NT,E,28820,1,"SCULLION, Nigel",Country Liberals (NT),1278,37,12,85,103,1515
NT,E,28822,2,"LILLIS, Jenni",Country Liberals (NT),208,7,0,15,21,251
NT,E,0,9998,Unapportioned,Country Liberals (NT),0,0,0,0,0,0
NT,F,29712,0,F Ticket Votes,Australian Labor Party (Northern Territory) Branch,31920,636,250,1371,1335,35512
NT,F,28575,1,"McCARTHY, Malarndirri",Australian Labor Party (Northern Territory) Branch,2101,38,19,91,108,2357
NT,F,28576,2,"HONAN, Pat",Australian Labor Party (Northern Territory) Branch,289,6,1,20,12,328
NT,F,0,9998,Unapportioned,Australian Labor Party (Northern Territory) Branch,0,0,0,0,0,0
NT,G,29714,0,G Ticket Votes,Christian Democratic Party (Fred Nile Group),1302,25,9,93,60,1489
NT,G,28573,1,"ORDISH, Carol",Christian Democratic Party (Fred Nile Group),115,1,0,10,10,136
NT,G,28574,2,"ORDISH, John",Christian Democratic Party (Fred Nile Group),30,1,0,0,4,35
NT,G,0,9998,Unapportioned,Christian Democratic Party (Fred Nile Group),0,0,0,0,0,0
NT,UG,28538,1,"LEE, TS",Independent,250,1,1,10,19,281
NT,UG,29145,2,"MARSHALL, Tristan",Online Direct Democracy - (Empowering the People!),133,5,1,6,16,161
NT,UG,29597,3,"RYAN, Maurie Japarta",Independent,138,4,0,8,6,156
